Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
No,220,Mobile,9842,1,2,Beach,64,2761,2,No,28,No,2,1,10
No,228,Tab,25458,29,1,Beach,102,6453,10,No,35,No,4,2,12
No,323,Tab,40027,8,3,Beach,100,4034,6,No,24,No,4,0,16
Yes,255,Tab,14550,2,4,Big Cities,95,9962,9,Yes,22,No,3,0,12
No,354,Tab,46218,3,3,Trekking,63,13288,3,No,23,No,4,1,25
No,215,Tab,25523,23,1,Historical site,52,3587,1,No,36,Yes,4,1,16
No,228,Tab,12375,6,1,Historical site,104,2861,2,No,29,No,4,0,5
No,327,Tab,28860,6,3,Historical site,101,19444,8,No,33,No,4,0,27
No,366,Tab,42883,10,3,Beach,108,19726,4,No,34,No,4,0,32
Yes,226,Laptop,16114,24,2,Beach,97,2493,3,Yes,39,Yes,2,0,5
Yes,357,Tab,43927,10,3,Beach,81,7373,6,No,33,Yes,3,3,20
No,215,Laptop,39621,15,3,Beach,101,4833,1,No,31,No,4,1,14
No,300,Tab,29283,19,4,Other,56,3955,9,No,27,No,2,3,9
No,425,Tab,29301,2,4,Trekking,122,2732,9,No,32,Yes,2,1,23
No,219,Tab,41054,3,3,Historical site,94,2912,1,No,33,No,4,1,4
Yes,236,Tab,33118,9,3,Historical site,111,1151,3,No,28,No,3,0,5
Yes,176,Tab,13737,7,1,Beach,92,2519,2,Yes,37,Yes,1,0,8
No,283,Tab,44359,10,4,Trekking,82,5728,1,Yes,26,No,1,1,15
No,246,Tab,10930,20,3,Beach,104,4253,2,No,24,No,1,1,19
No,269,Tab,51841,4,3,Beach,80,9775,2,Yes,20,No,4,3,16
No,229,Tab,20769,7,3,Beach,85,2110,4,No,35,No,2,0,18
No,287,Tab,27448,7,4,Historical site,98,4339,6,Yes,38,Yes,3,1,22
No,269,Tab,7701,16,2,Other,61,4839,2,Yes,23,No,4,0,6
No,347,Tab,19507,25,2,Beach,117,5957,0,No,34,No,4,2,18
No,277,Laptop,42504,2,1,Hill Stations,108,3942,3,No,38,Yes,4,0,14
No,311,Tab,39829,1,4,Beach,109,16873,3,No,25,No,1,1,26
No,205,Tab,16915,1,2,Beach,111,2993,2,Yes,34,No,3,1,10
No,210,Tab,17942,2,2,Historical site,106,6568,1,No,26,No,2,0,11
No,373,Laptop,4150,22,3,Historical site,69,17232,4,No,24,No,2,1,34
No,337,Tab,5994,1,4,Beach,92,5083,4,No,37,No,4,1,14
Yes,260,Mobile,33902,16,4,Trekking,98,2366,1,Yes,37,Yes,2,1,6
Yes,433,Tab,40710,24,2,Beach,117,2637,1,No,24,No,4,0,7
No,278,Tab,11781,17,2,Big Cities,50,5579,2,No,29,No,3,2,19
No,314,Tab,11843,8,3,Big Cities,66,4453,7,No,38,Yes,3,1,22
No,329,Tab,48908,6,3,Historical site,99,13404,9,No,34,No,2,1,23
No,243,Tab,37820,10,2,Historical site,99,6634,4,Yes,32,No,4,1,11
No,270,Tab,25770,3,1,Historical site,93,8161,3,Yes,21,No,3,0,14
No,243,Tab,16530,4,3,Historical site,74,4042,10,No,25,No,2,1,9
No,208,Laptop,38409,6,3,Other,76,2608,1,No,39,No,1,1,12
No,348,Laptop,45445,1,4,Historical site,52,5454,4,No,27,No,3,0,14
No,262,Tab,7644,10,4,Big Cities,59,5547,2,No,27,No,2,0,16
No,221,Laptop,27452,1,2,Beach,54,6898,3,Yes,27,No,3,1,11
Yes,229,Laptop,26163,24,3,Trekking,61,1156,2,No,40,No,4,0,6
No,304,Mobile,43838,21,4,Beach,46,5798,6,No,40,No,3,1,16
No,210,Tab,47433,2,4,Trekking,51,2283,3,No,30,No,3,1,12
No,262,Laptop,25780,22,4,Other,112,5799,3,Yes,23,No,2,0,23
Yes,215,Tab,51669,13,2,Big Cities,100,9918,5,Yes,33,No,4,0,13
No,365,Mobile,40964,14,4,Trekking,83,5529,8,No,32,No,3,1,24
No,433,Tab,50544,11,5,Big Cities,113,5451,6,No,23,No,3,1,14
No,306,Tab,30385,9,2,Historical site,105,5214,1,No,41,Yes,4,1,12
No,295,Laptop,48845,8,3,Historical site,77,2182,1,Yes,27,No,3,1,28
No,447,Tab,21219,21,3,Beach,88,17939,5,Yes,27,No,3,1,31
Yes,245,Laptop,8380,5,2,Beach,62,2502,5,Yes,29,No,1,0,14
No,295,Tab,42257,9,2,Beach,91,4831,4,No,38,No,4,2,10
No,375,Laptop,37292,2,1,Beach,54,19212,5,No,29,No,4,0,36
No,321,Tab,14707,12,4,Big Cities,92,5154,5,Yes,30,No,3,2,19
Yes,216,Laptop,46848,22,3,Hill Stations,68,2919,2,No,28,No,1,0,8
No,268,Tab,23917,18,4,Historical site,88,5631,0,No,33,No,4,1,11
No,219,Mobile,38666,16,3,Historical site,63,2197,3,No,33,No,3,0,10
No,239,Mobile,34216,3,2,Historical site,68,3115,3,Yes,20,No,4,1,11
No,276,Mobile,47336,9,4,Beach,87,2877,2,No,40,Yes,2,0,14
No,261,Tab,32836,1,3,Big Cities,46,9945,2,No,38,Yes,1,0,22
No,267,Tab,43413,13,4,Historical site,51,8681,1,No,28,No,3,1,17
No,205,Tab,5554,1,3,Historical site,116,2912,0,No,25,No,4,0,13
No,223,Tab,4801,1,3,Beach,107,5437,1,No,25,No,1,1,9
No,248,Mobile,40149,15,4,Historical site,51,6710,7,No,34,No,2,1,11
No,242,Laptop,39433,1,3,Beach,70,5046,3,No,40,Yes,2,0,13
Yes,222,Tab,49188,17,3,Trekking,42,2435,5,No,26,No,1,1,10
No,300,Tab,49193,1,3,Beach,81,2913,4,No,28,No,1,0,24
No,273,Tab,42883,7,4,Beach,72,5263,1,Yes,21,No,4,0,14
No,215,Tab,33434,9,3,Big Cities,58,4155,1,No,28,No,1,0,10
No,250,Tab,48092,5,4,Beach,79,9739,9,No,35,Yes,2,0,11
Yes,246,Laptop,26433,26,4,Big Cities,86,5685,3,Yes,32,No,3,0,17
Yes,403,Tab,40929,24,4,Beach,85,10494,7,Yes,29,No,2,0,20
No,414,Tab,5465,9,2,Beach,88,2946,3,No,23,No,3,2,15
No,256,Laptop,45642,7,2,Beach,47,6017,1,No,30,Yes,3,3,17
No,335,Tab,20146,11,3,Beach,50,7560,3,No,30,No,2,1,15
No,299,Laptop,50601,1,4,Other,108,3043,0,Yes,31,No,2,1,10
No,426,Tab,6673,26,4,Hill Stations,93,19685,5,Yes,31,No,1,1,41
No,242,Tab,44710,2,1,Historical site,77,1193,3,Yes,25,No,3,3,7
No,305,Tab,4207,15,4,Big Cities,89,13403,0,No,29,No,1,0,25
No,321,Mobile,11779,23,2,Beach,57,4377,2,No,25,No,4,0,22
No,246,Mobile,24447,10,3,Historical site,54,11085,6,No,42,Yes,3,1,23
No,418,Tab,5547,10,3,Historical site,98,4493,7,Yes,34,No,4,0,13
No,188,Tab,27023,1,2,Beach,61,4672,1,No,22,No,2,0,9
No,184,Tab,20039,12,2,Other,103,2693,3,No,24,No,3,0,10
No,310,Laptop,24274,11,3,Trekking,87,6379,1,No,28,No,1,1,14
No,310,Tab,15591,2,2,Big Cities,113,5731,4,No,37,No,3,1,18
No,193,Tab,10867,2,3,Hill Stations,101,2243,4,No,32,No,3,0,15
No,235,Tab,31930,1,2,Historical site,88,3808,1,No,30,No,3,0,21
No,195,Tab,34238,2,1,Other,83,4036,6,Yes,32,No,3,1,14
No,367,Tab,41340,25,3,Historical site,100,8704,2,No,39,Yes,2,0,29
No,261,Mobile,46002,1,2,Historical site,75,2062,2,No,30,No,3,3,6
No,296,Tab,46290,1,4,Beach,103,4489,0,No,28,No,1,2,22
No,239,Tab,40438,2,2,Beach,75,3127,0,No,32,No,3,1,7
No,295,Laptop,17830,6,4,Beach,92,5385,4,No,26,No,4,1,14
No,321,Tab,19532,18,4,Beach,47,5474,7,Yes,35,No,3,1,13
No,318,Tab,22515,1,3,Beach,98,2842,4,No,34,Yes,1,1,15
No,358,Mobile,40715,1,1,Historical site,116,12004,2,No,28,No,1,2,19
No,275,Tab,52186,11,4,Historical site,61,2723,7,Yes,33,No,3,1,12
No,172,Tab,20370,1,2,Beach,74,3423,1,No,26,No,4,0,11
No,268,Tab,48872,9,4,Historical site,63,5154,3,No,35,No,2,0,13
No,252,Tab,17593,15,2,Historical site,118,4941,1,Yes,21,No,1,1,16
No,254,Tab,9388,29,4,Beach,66,2908,2,No,27,No,3,0,12
No,314,Tab,19049,1,4,Beach,107,2458,8,No,27,No,3,2,12
No,250,Tab,8232,1,4,Historical site,80,2335,1,No,27,No,2,1,11
No,298,Tab,4104,24,1,Beach,77,4164,9,No,25,No,1,0,24
No,290,Tab,7080,10,3,Historical site,112,13258,4,No,24,No,1,1,25
No,255,Tab,28088,1,4,Big Cities,57,10473,2,No,25,No,3,2,21
No,289,Tab,5682,10,3,Beach,63,13813,3,Yes,39,Yes,1,1,18
No,193,Tab,48416,8,2,Other,94,4965,1,Yes,39,Yes,2,1,12
No,401,Mobile,20520,29,4,Beach,51,3550,4,No,24,No,2,2,19
No,343,Tab,36351,1,3,Historical site,56,2499,7,Yes,27,No,3,0,13
No,168,Tab,17587,5,1,Historical site,72,2448,1,Yes,26,No,4,0,4
No,302,Mobile,3730,9,3,Beach,110,19484,3,No,24,No,3,0,30
Yes,182,Laptop,22378,9,3,Big Cities,52,1860,2,No,26,No,1,1,7
No,280,Tab,19540,3,3,Historical site,107,7694,1,No,34,No,3,2,13
No,278,Laptop,24128,4,2,Beach,112,5185,9,No,28,No,2,3,25
No,430,Mobile,23388,1,4,Beach,68,6355,3,No,32,Yes,1,1,19
Yes,231,Tab,38265,1,4,Historical site,57,4851,10,Yes,32,No,2,3,8
No,328,Tab,10553,2,3,Beach,71,18947,6,No,22,No,1,0,29
Yes,427,Tab,10905,7,2,Trekking,84,2391,9,No,19,No,4,1,17
No,314,Tab,20409,28,4,Beach,71,13637,0,No,44,Yes,3,1,23
No,260,Tab,24673,28,3,Big Cities,119,6768,2,No,42,Yes,4,2,13
No,275,Mobile,10590,15,4,Big Cities,104,5475,1,No,38,Yes,1,1,20
No,318,Tab,32594,3,3,Beach,71,8998,4,No,31,No,3,1,21
No,247,Tab,18556,2,3,Trekking,94,2506,2,No,20,No,4,0,6
No,273,Tab,40154,26,4,Beach,55,8887,2,Yes,26,No,3,0,16
No,294,Tab,12124,10,2,Beach,112,5399,3,No,23,No,3,1,10
Yes,384,Laptop,30779,1,4,Beach,105,6784,8,No,23,No,4,2,20
No,282,Tab,39250,11,4,Big Cities,119,6715,4,No,23,No,1,1,9
No,350,Tab,13129,20,3,Beach,68,4914,8,No,31,No,3,0,12
No,314,Tab,46325,2,4,Beach,70,2870,3,No,21,No,4,0,9
No,273,Laptop,42011,18,4,Beach,98,5744,3,Yes,27,No,4,2,12
No,305,Tab,41828,2,4,Historical site,123,2053,2,No,29,No,2,3,24
No,267,Tab,10102,1,4,Beach,76,3042,2,No,27,No,4,1,4
No,229,Tab,48282,13,2,Other,69,4071,6,Yes,25,No,1,1,20
No,231,Tab,16434,28,4,Historical site,89,3846,1,No,25,No,2,0,9
Yes,382,Tab,14384,28,3,Big Cities,59,10905,6,Yes,34,No,2,1,27
No,300,Tab,25324,24,1,Big Cities,70,12089,2,No,34,No,1,1,26
No,240,Mobile,11436,5,3,Historical site,82,9992,1,No,29,No,2,0,16
No,203,Tab,40889,5,3,Other,51,3032,2,No,36,No,4,0,12
No,280,Laptop,30990,23,2,Historical site,58,2625,4,No,25,No,3,1,20
No,305,Tab,21499,6,1,Historical site,58,10054,5,No,27,No,1,1,14
No,209,Tab,5473,4,3,Beach,103,6199,2,Yes,35,Yes,2,1,11
No,375,Laptop,35858,2,3,Historical site,80,5447,4,No,22,No,4,0,24
No,269,Tab,22029,8,3,Historical site,97,4453,2,No,20,No,1,0,12
Yes,319,Tab,38621,1,2,Beach,106,6057,10,Yes,20,No,1,0,14
No,378,Laptop,9803,8,1,Beach,70,5193,1,No,32,Yes,4,1,11
Yes,284,Tab,48103,2,2,Other,112,2139,6,Yes,32,No,2,0,10
No,253,Laptop,48762,3,4,Beach,71,2959,1,Yes,22,No,3,0,11
No,211,Tab,20743,2,1,Historical site,59,3536,11,No,33,No,4,1,15
No,246,Laptop,35218,2,2,Beach,94,3116,0,No,26,No,3,0,11
No,450,Tab,46385,3,3,Historical site,102,2731,4,Yes,35,Yes,1,3,17
No,232,Tab,47576,24,1,Beach,91,2755,2,No,36,Yes,2,1,6
No,293,Laptop,7602,23,3,Beach,66,9586,0,No,35,Yes,2,0,16
No,277,Tab,45518,27,3,Historical site,103,5302,6,No,24,No,2,2,21
No,271,Tab,28357,16,3,Historical site,102,2481,0,No,21,No,3,1,13
No,232,Tab,5407,15,2,Beach,57,4245,2,Yes,28,No,4,0,18
No,243,Tab,23498,26,1,Beach,42,2955,2,No,35,No,4,1,7
No,265,Tab,47148,19,2,Historical site,110,2724,1,No,20,No,3,1,8
Yes,221,Tab,3656,24,3,Beach,68,2092,5,Yes,24,No,2,0,14
No,225,Tab,48655,21,4,Beach,71,10043,1,No,22,No,3,1,19
No,246,Tab,11737,5,2,Beach,104,3351,0,Yes,26,No,4,2,14
No,173,Mobile,39342,16,2,Historical site,123,2987,3,Yes,24,No,2,2,8
No,408,Tab,42715,2,4,Beach,99,15487,4,No,28,No,3,0,37
No,292,Tab,13040,2,3,Beach,66,4000,5,Yes,28,No,3,0,13
No,188,Mobile,23604,11,2,Other,119,4065,2,No,32,No,4,1,10
Yes,278,Tab,42682,9,4,Beach,102,3467,9,No,30,Yes,2,0,14
No,267,Tab,14707,7,4,Beach,71,12048,0,No,21,No,3,0,17
No,170,Tab,13738,15,2,Beach,112,1294,2,No,31,No,4,0,5
Yes,264,Tab,24515,6,1,Historical site,100,3015,2,No,24,No,3,0,9
No,402,Tab,44914,5,3,Other,76,19148,6,No,22,No,4,1,29
Yes,253,Laptop,39434,16,1,Beach,95,3980,2,Yes,39,Yes,2,0,17
No,327,Tab,24225,8,4,Big Cities,64,6881,1,No,32,No,4,1,18
No,344,Tab,16732,7,4,Historical site,69,10305,3,No,27,No,4,1,28
No,358,Tab,24720,2,4,Big Cities,96,19011,4,No,35,No,4,0,23
No,255,Tab,32384,2,3,Historical site,89,2539,4,No,30,No,4,0,12
No,340,Tab,51115,10,4,Other,56,6526,2,Yes,28,No,4,0,15
No,240,Tab,4414,9,2,Historical site,94,2265,2,No,24,No,1,0,12
Yes,307,Tab,31380,5,3,Trekking,72,2148,4,No,26,No,3,1,24
Yes,190,Tab,28491,1,3,Historical site,70,2353,2,Yes,28,No,1,1,8
No,337,Tab,44605,2,2,Historical site,85,2711,1,No,25,No,4,2,13
Yes,388,Tab,30472,3,2,Big Cities,107,2735,2,Yes,24,No,3,0,5
No,273,Tab,31196,2,3,Big Cities,112,2066,3,No,35,No,1,0,7
No,275,Tab,29873,5,4,Beach,101,3482,11,Yes,30,No,4,1,11
No,253,Laptop,39992,1,3,Beach,59,5428,2,No,36,No,1,2,13
No,275,Tab,16295,4,2,Other,92,2010,1,No,23,No,3,1,7
No,211,Tab,43440,2,4,Beach,57,2407,1,No,26,No,4,1,7
Yes,200,Tab,47555,25,3,Beach,64,2351,2,No,27,No,3,0,7
No,211,Laptop,34831,8,3,Beach,58,8769,3,No,26,No,4,0,16
No,234,Laptop,25275,1,2,Historical site,72,4064,2,No,38,Yes,4,0,20
Yes,314,Tab,47641,12,3,Trekking,60,19597,2,No,24,No,4,0,27
No,262,Mobile,37329,23,4,Big Cities,97,4631,2,No,30,Yes,3,0,12
No,286,Tab,14332,19,2,Beach,96,3069,6,No,35,Yes,1,0,13
No,354,Laptop,42439,5,4,Big Cities,119,5837,4,Yes,31,Yes,3,0,18
No,275,Tab,43065,8,1,Beach,47,2326,1,No,36,No,4,0,6
Yes,367,Tab,21946,1,2,Beach,112,5446,10,Yes,35,No,4,0,29
Yes,218,Tab,50244,5,4,Trekking,73,3501,1,Yes,24,No,3,0,8
No,342,Tab,52124,1,5,Big Cities,90,5505,5,Yes,38,Yes,3,1,16
No,270,Mobile,38447,11,2,Historical site,95,9950,2,Yes,35,No,3,1,15
No,209,Tab,50553,23,3,Big Cities,69,4222,9,Yes,42,No,3,1,9
No,260,Laptop,18069,1,2,Beach,119,13514,2,Yes,27,No,3,0,20
No,277,Laptop,29902,18,5,Beach,93,9131,1,No,35,Yes,4,1,17
No,276,Tab,40008,23,4,Historical site,49,4062,3,Yes,28,No,3,1,8
No,240,Tab,22981,7,4,Beach,58,5977,5,No,44,Yes,4,1,15
No,291,Tab,39077,1,4,Beach,66,6056,1,No,32,No,3,1,7
No,251,Tab,14996,1,3,Historical site,55,6224,3,Yes,38,Yes,2,1,11
No,293,Laptop,22890,29,5,Beach,68,2470,1,No,28,No,4,0,15
No,389,Tab,34658,7,2,Historical site,60,18801,6,Yes,27,No,4,1,34
No,448,Tab,50279,25,3,Beach,114,7691,9,No,28,No,4,0,32
No,283,Tab,42844,8,3,Trekking,81,10151,1,No,26,No,2,3,20
No,424,Tab,29302,8,3,Historical site,49,14821,2,Yes,28,No,3,3,26
No,284,Laptop,41870,11,3,Beach,111,6552,1,No,22,No,3,0,14
No,350,Tab,46915,7,3,Beach,70,9786,4,No,29,No,3,1,31
No,273,Laptop,23285,1,3,Historical site,101,2258,4,No,32,No,4,1,8
Yes,282,Tab,11183,9,3,Historical site,89,3446,0,Yes,35,No,1,1,4
No,450,Laptop,42929,1,1,Beach,77,5534,7,No,30,No,4,0,25
No,230,Tab,46531,2,3,Beach,91,2753,2,No,43,Yes,4,1,11
No,241,Tab,37911,1,4,Historical site,110,2560,1,No,30,No,2,0,11
No,249,Tab,19230,1,3,Beach,85,6276,1,No,28,No,2,2,13
No,279,Tab,4667,6,3,Beach,77,3085,5,No,25,No,2,0,9
No,241,Tab,26164,8,4,Beach,76,4477,1,No,45,Yes,4,0,15
No,271,Tab,27202,1,4,Big Cities,45,4366,1,No,35,No,2,0,22
No,345,Tab,6797,6,4,Other,72,13296,5,Yes,25,No,2,0,21
No,289,Tab,13951,7,4,Historical site,43,13712,6,No,31,No,1,0,20
No,355,Tab,33125,5,2,Historical site,93,5086,9,Yes,34,Yes,4,1,22
No,232,Tab,29869,1,1,Beach,70,5191,1,Yes,25,No,3,2,17
No,269,Tab,42534,1,3,Historical site,53,2911,3,No,36,No,1,0,9
No,424,Tab,3940,1,2,Beach,88,10298,3,No,34,No,4,1,26
No,291,Mobile,20099,6,3,Historical site,99,5382,7,Yes,29,No,4,3,22
No,262,Tab,40392,1,2,Historical site,110,4380,1,No,37,No,3,0,7
No,427,Tab,49049,7,3,Beach,65,7312,4,No,23,No,1,0,41
No,185,Tab,18993,2,1,Trekking,78,2385,3,No,28,No,3,1,8
No,389,Tab,15173,9,4,Beach,119,2119,5,No,40,Yes,2,2,17
No,237,Tab,10134,2,3,Beach,119,4197,2,No,29,No,1,3,14
Yes,355,Tab,23467,9,2,Historical site,81,9676,2,No,29,No,4,0,16
No,305,Laptop,18601,1,4,Beach,100,13566,1,No,35,Yes,4,1,31
No,396,Tab,22159,21,4,Big Cities,89,5505,0,Yes,28,Yes,4,0,16
No,233,Tab,46726,4,2,Historical site,79,5272,1,Yes,23,No,2,3,11
No,356,Laptop,22371,1,3,Historical site,59,10737,3,Yes,32,No,3,1,28
No,247,Tab,38291,6,4,Historical site,113,5056,2,No,36,No,1,0,15
No,416,Tab,42633,2,4,Trekking,77,13608,10,No,30,No,1,1,22
No,186,Tab,47415,3,2,Other,52,5049,1,No,34,Yes,1,1,7
No,216,Mobile,4242,4,3,Historical site,59,4277,1,No,26,No,2,0,7
No,447,Tab,23920,10,4,Historical site,60,13930,0,No,31,No,3,0,42
No,345,Mobile,17168,23,3,Historical site,84,2101,6,No,28,No,3,1,22
Yes,284,Tab,28293,6,4,Hill Stations,88,2129,6,Yes,33,Yes,4,0,11
No,245,Tab,28989,1,1,Beach,85,3010,3,No,34,No,4,0,4
Yes,162,Laptop,30522,6,3,Beach,91,2978,2,Yes,31,No,2,0,7
No,261,Tab,23325,6,4,Other,65,4873,3,No,25,No,3,0,21
No,291,Mobile,36450,2,2,Beach,123,5213,7,No,30,No,4,1,24
No,451,Mobile,49744,2,4,Hill Stations,49,18907,9,No,31,Yes,4,1,35
No,381,Laptop,39087,1,3,Beach,92,18227,4,Yes,42,No,1,0,35
Yes,195,Tab,8452,5,3,Big Cities,63,5802,1,Yes,24,No,4,0,10
No,197,Tab,44849,7,1,Historical site,86,2938,2,No,31,No,3,2,7
No,173,Tab,18734,15,3,Historical site,76,2924,3,No,32,No,3,0,7
No,388,Laptop,51003,1,4,Historical site,47,7545,5,No,35,Yes,3,0,29
Yes,267,Laptop,23070,7,3,Beach,89,6127,3,Yes,42,Yes,4,0,14
No,418,Mobile,5019,26,3,Hill Stations,45,17394,2,Yes,22,No,3,0,31
No,185,Tab,39490,18,1,Beach,63,2838,0,No,24,No,3,1,7
No,263,Tab,36133,6,4,Beach,53,4562,6,No,24,No,3,1,17
No,291,Tab,41672,3,3,Beach,106,7484,4,No,21,No,1,0,14
No,263,Tab,47441,5,3,Historical site,59,11687,4,No,21,No,4,0,22
No,276,Laptop,51402,11,2,Trekking,106,9802,2,No,31,No,3,1,14
No,277,Tab,32322,3,2,Beach,61,2897,5,No,30,Yes,1,1,10
No,336,Laptop,13834,26,2,Beach,106,17016,3,Yes,27,No,4,2,29
No,238,Laptop,45956,23,3,Beach,110,2673,1,No,40,Yes,3,3,18
No,262,Mobile,26304,22,2,Big Cities,112,6205,0,No,24,No,1,1,17
Yes,429,Tab,15480,14,4,Beach,89,5022,11,Yes,27,No,1,3,12
No,389,Tab,23984,6,3,Beach,69,19598,8,No,32,No,3,0,23
Yes,246,Tab,8761,6,4,Beach,100,6235,4,Yes,38,No,2,0,15
No,202,Tab,29472,6,3,Other,68,2428,1,No,25,No,3,0,11
Yes,442,Tab,5195,23,4,Historical site,104,10365,2,No,24,No,4,1,46
Yes,151,Tab,18536,22,1,Big Cities,60,1732,2,Yes,36,No,4,0,4
No,179,Tab,20836,2,1,Trekking,118,2586,2,No,28,No,3,1,9
No,374,Tab,16502,20,4,Historical site,119,6624,2,No,27,No,3,0,23
No,335,Laptop,33547,28,3,Historical site,90,4804,5,No,21,No,4,0,25
No,389,Laptop,28365,12,3,Big Cities,92,9279,5,No,34,No,4,0,20
Yes,242,Tab,19015,20,3,Beach,84,4617,5,Yes,33,No,3,1,11
No,313,Tab,28112,9,1,Beach,114,8259,4,Yes,29,No,3,1,16
No,208,Tab,47467,25,1,Beach,80,2996,3,No,34,Yes,4,1,16
No,276,Tab,7596,6,2,Historical site,104,4993,8,No,32,Yes,4,2,10
Yes,395,Laptop,40285,8,4,Beach,71,10702,3,No,37,No,4,0,25
No,303,Tab,46572,4,4,Beach,69,5945,5,No,29,No,3,1,22
No,198,Tab,33626,28,3,Beach,56,8699,2,No,37,No,4,0,10
No,239,Tab,43444,9,3,Hill Stations,61,6417,2,Yes,33,No,4,0,21
Yes,245,Tab,36206,9,3,Historical site,58,4262,9,No,44,Yes,1,0,19
No,352,Tab,46102,29,3,Historical site,100,3512,5,No,29,No,2,0,15
No,299,Tab,12776,3,5,Trekking,46,4370,5,Yes,38,Yes,2,0,27
No,239,Tab,15377,18,3,Beach,98,2696,2,No,20,No,3,0,13
No,248,Laptop,24165,9,2,Historical site,54,4722,1,No,31,No,4,3,15
No,233,Tab,7076,5,3,Trekking,105,3261,6,No,30,No,4,1,14
No,230,Tab,50006,2,1,Historical site,47,2773,0,No,31,No,4,0,12
No,315,Laptop,30043,10,3,Beach,109,17239,5,No,20,No,2,1,24
No,317,Tab,32701,9,4,Beach,113,2289,3,No,33,Yes,4,1,9
No,152,Tab,41379,3,1,Historical site,90,1543,2,No,38,No,4,0,6
No,309,Laptop,48881,26,3,Historical site,62,5664,3,No,31,No,1,1,23
No,275,Tab,23220,1,5,Big Cities,112,7348,1,No,25,No,1,2,15
No,407,Tab,50317,6,2,Big Cities,53,2354,4,Yes,31,Yes,4,1,22
No,344,Tab,6842,9,3,Beach,76,2402,9,No,39,No,3,1,26
No,248,Laptop,33888,8,3,Big Cities,70,9052,3,No,30,No,4,0,12
No,224,Mobile,52400,1,1,Trekking,59,4363,2,No,28,No,1,1,13
No,390,Tab,40960,7,4,Historical site,55,6192,3,No,33,No,3,0,15
No,440,Tab,40120,9,3,Historical site,86,3412,5,Yes,34,Yes,2,1,11
No,314,Tab,22095,4,4,Big Cities,91,10915,8,No,23,No,1,1,24
No,267,Laptop,10656,2,4,Big Cities,91,2281,8,No,31,No,4,1,12
No,175,Tab,44013,19,1,Historical site,93,2392,1,No,37,Yes,1,2,9
No,210,Mobile,24240,9,3,Historical site,74,2077,6,No,39,No,4,1,11
No,217,Tab,15444,21,3,Historical site,59,2759,2,No,22,No,3,1,9
No,436,Tab,11738,24,2,Beach,106,9498,3,Yes,33,No,2,1,12
No,207,Mobile,50803,3,3,Historical site,99,2618,1,Yes,28,No,4,1,7
No,383,Tab,50872,11,3,Beach,68,19974,3,No,28,No,2,0,23
No,318,Tab,16321,14,3,Beach,80,2512,6,No,26,No,1,1,20
No,233,Tab,46903,5,3,Beach,57,9482,3,No,32,No,3,1,14
No,292,Tab,24624,1,4,Beach,76,8748,5,No,41,Yes,3,0,18
No,246,Tab,4245,6,5,Beach,57,3101,3,No,39,Yes,1,0,14
No,211,Tab,40548,17,3,Trekking,75,3120,1,Yes,29,No,4,1,11
Yes,154,Laptop,21123,1,1,Trekking,113,2391,2,No,31,Yes,1,0,4
No,281,Laptop,51839,3,2,Historical site,46,2146,6,No,27,No,3,0,19
No,240,Mobile,3925,9,3,Historical site,88,3136,1,No,26,No,3,2,16
No,345,Tab,44436,4,2,Beach,49,5060,5,Yes,24,No,1,1,18
No,426,Tab,25009,8,3,Beach,89,4323,4,Yes,26,No,3,1,23
No,253,Tab,4734,2,3,Beach,105,2554,0,No,28,No,1,0,9
Yes,154,Tab,10658,2,3,Beach,60,1162,2,No,34,Yes,3,0,8
No,359,Tab,18446,1,2,Big Cities,111,10517,3,No,38,Yes,3,3,29
No,293,Tab,48353,9,2,Beach,83,2337,3,No,34,No,3,0,4
No,245,Tab,4947,12,1,Historical site,114,3981,9,Yes,33,Yes,3,1,16
No,269,Tab,22060,27,2,Historical site,113,2372,4,No,33,No,4,0,12
Yes,314,Tab,47520,20,2,Big Cities,90,3198,2,Yes,39,Yes,4,0,11
No,388,Tab,11532,1,3,Historical site,105,3742,4,No,33,No,4,1,9
No,410,Tab,37979,13,2,Historical site,78,4507,1,No,31,No,3,2,10
No,252,Tab,32628,14,3,Historical site,87,2809,2,No,32,No,4,1,11
No,307,Tab,34672,4,1,Historical site,64,19091,3,No,26,No,2,1,25
No,419,Tab,24261,14,4,Historical site,85,18776,8,No,34,No,4,0,42
No,269,Laptop,37454,2,1,Beach,55,9602,1,No,28,No,3,0,13
No,390,Tab,11001,3,3,Historical site,112,13786,5,No,33,No,3,0,24
No,401,Tab,24505,1,4,Beach,80,20056,1,No,27,No,1,1,44
No,211,Tab,31340,9,3,Historical site,122,2347,3,No,31,No,4,0,13
Yes,269,Tab,19502,23,2,Beach,74,5965,3,Yes,26,No,1,0,10
No,328,Mobile,47083,7,3,Historical site,55,2143,6,No,30,No,4,3,15
No,352,Mobile,41880,2,2,Historical site,82,16856,11,No,33,Yes,4,1,32
No,292,Tab,10200,21,3,Beach,82,3617,3,Yes,32,No,1,1,16
